Time,proton_density,numden_p_uncer,proton_bulk_speed,bulk_p_uncer,proton_xvelocity,proton_yvelocity,proton_zvelocity,proton_thermal,thermal_p_uncer,alpha_density,numden_a_uncer,alpha_bulk_speed,bulk_a_uncer,alpha_thermal,thermal_a_uncer,spacecraft_xpos,spacecraft_ypos,spacecraft_zpos
63919411226843.0,10.13929329315083,-1e+31,346.85800594876116,-1e+31,-346.85800594876116,2.9834130779264996,-20.13725258089214,40.24733412064313,-1e+31,0.2649359372616248,-1e+31,346.43375618058246,-1e+31,22.080086984373146,-1e+31,1283287.4930924228,419277.61823850346,-78438.44002414914
63919411231843.0,10.21852604082573,-1e+31,346.34532908878623,-1e+31,-346.34532908878623,1.52586791328865,-21.12383917848984,40.41558540926799,-1e+31,0.26968756422361573,-1e+31,346.8729874553101,-1e+31,21.726330715288412,-1e+31,1283287.624221232,419278.6903149046,-78438.26908040198
63919411236843.0,9.957429726603976,-1e+31,347.0320834139294,-1e+31,-347.0320834139294,-1.9027310423743735,-18.948860720833423,41.58374660271387,-1e+31,0.26185328105588584,-1e+31,346.7602397371176,-1e+31,22.013769265748447,-1e+31,1283287.7553486645,419279.7623679534,-78438.0981396024
63919411241843.0,10.189776230951367,-1e+31,345.8481100285541,-1e+31,-345.8481100285541,1.2804454775908454,-22.738214682036933,40.68209068346278,-1e+31,0.27332431438974586,-1e+31,346.18804515383135,-1e+31,22.106588499965206,-1e+31,1283287.8864747805,419280.8343975767,-78437.92720174539
63919411246843.0,10.430268205387947,-1e+31,346.70829671047426,-1e+31,-346.70829671047426,1.9034267560669385,-19.796359594515483,40.36839518499044,-1e+31,0.27164509770588896,-1e+31,346.6681597038427,-1e+31,21.761293617608157,-1e+31,1283288.017602203,419281.90642526106,-78437.75626343983
63919411251843.0,10.252112315847993,-1e+31,346.3978172654358,-1e+31,-346.3978172654358,-1.4821630191752853,-20.15267973721303,42.32605269719208,-1e+31,0.26421613658173226,-1e+31,346.7017205839869,-1e+31,22.109716593058877,-1e+31,1283288.1487309497,419282.9784509688,-78437.58532473026
63919411256843.0,10.283805966870075,-1e+31,346.90701606317543,-1e+31,-346.90701606317543,2.680105189601477,-20.41327497144932,40.621412934710385,-1e+31,0.2699645140077187,-1e+31,346.6940635979184,-1e+31,21.930143243708645,-1e+31,1283288.279866241,419284.05051764986,-78437.41437872179
63919411261843.0,10.213859627610411,-1e+31,346.6899450188647,-1e+31,-346.6899450188647,1.5566912920831513,-20.633129875237326,40.53307281506935,-1e+31,0.26541614567808475,-1e+31,346.8950213719326,-1e+31,21.785202044031518,-1e+31,1283288.4109923227,419285.1224965962,-78437.24344592053
63919411266843.0,10.483601240108104,-1e+31,347.763009176161,-1e+31,-347.763009176161,1.5071143249206251,-22.06287199944771,41.30027785701992,-1e+31,0.2720821385459086,-1e+31,347.3776398579761,-1e+31,21.699447576291902,-1e+31,1283288.542130112,419286.1945593746,-78437.07249894645
63919411271843.0,10.332240435507629,-1e+31,347.13842380672594,-1e+31,-347.13842380672594,0.5407838803654883,-19.9343968374783,41.41085754066239,-1e+31,0.2727721165800356,-1e+31,347.31889242298934,-1e+31,21.794267646704192,-1e+31,1283288.6732666334,419287.2665987532,-78436.90155497188
