Time,energy_center_mod,energy_uncer,integrated_flux_mod,flux_uncer,integrated_flux_s15_mod,integrated_flux_s16_mod,integrated_flux_s17_mod,integrated_flux_s18_mod,integrated_flux_s19_mod,spacecraft_xpos,spacecraft_ypos,spacecraft_zpos,sun_angle_tha2
63919497627619.7,172.50130343952003,4.0,199999.99999999907,8.0,,,,,8000000.0,1285748.110108233,437515.30011403107,-75418.18991491327,0.9999998739502626
