Time,energy_center_mod,energy_uncer,integrated_flux_mod,flux_uncer,integrated_flux_s9_mod,integrated_flux_s10_mod,integrated_flux_s11_mod,spacecraft_xpos,spacecraft_ypos,spacecraft_zpos,sun_angle_tha1
63919411226843.13,125.93289039056002,4.0,,8.0,,4066644.784797541,896530.5039318964,1283287.4930924228,419277.61823850346,-78438.44002414914,0.9238903269648724
