Time,energy_center_mod,energy_uncer,integrated_flux_mod,flux_uncer,integrated_flux_s9_mod,integrated_flux_s10_mod,integrated_flux_s11_mod,spacecraft_xpos,spacecraft_ypos,spacecraft_zpos,sun_angle_tha1
63919497627619.7,125.93289039056002,4.0,86911.02500883164,8.0,,4106784.904382905,,1285748.110108233,437515.30011403107,-75418.18991491327,0.9238442679085778
