Time,proton_density,numden_p_uncer,proton_bulk_speed,bulk_p_uncer,proton_xvelocity,proton_yvelocity,proton_zvelocity,proton_thermal,thermal_p_uncer,alpha_density,numden_a_uncer,alpha_bulk_speed,bulk_a_uncer,alpha_thermal,thermal_a_uncer,spacecraft_xpos,spacecraft_ypos,spacecraft_zpos
63919497742620.0,-1e+31,-1e+31,-1e+31,-1e+31,-1e+31,23.719650402044834,19.2333815396903,-1e+31,-1e+31,-1e+31,-1e+31,-1e+31,-1e+31,-1e+31,-1e+31,1285751.6460958256,437539.1971947991,-75414.0832373398
63919497747620.0,-1e+31,-1e+31,-1e+31,-1e+31,-1e+31,30.589835302143097,23.959393136298104,-1e+31,-1e+31,-1e+31,-1e+31,-1e+31,-1e+31,-1e+31,-1e+31,1285751.7998552432,437540.23621021374,-75413.9046751103
63919497752620.0,-1e+31,-1e+31,-1e+31,-1e+31,-1e+31,26.67306532221716,23.919902402805718,-1e+31,-1e+31,-1e+31,-1e+31,-1e+31,-1e+31,-1e+31,-1e+31,1285751.9536098465,437541.2751822235,-75413.72611961566
63919497757620.0,-1e+31,-1e+31,-1e+31,-1e+31,-1e+31,32.550094159343274,23.233821115021414,-1e+31,-1e+31,-1e+31,-1e+31,-1e+31,-1e+31,-1e+31,-1e+31,1285752.107365767,437542.3141523321,-75413.5475636929
63919497762620.0,-1e+31,-1e+31,-1e+31,-1e+31,-1e+31,28.852964447030942,22.294415666145767,-1e+31,-1e+31,-1e+31,-1e+31,-1e+31,-1e+31,-1e+31,-1e+31,1285752.2611260808,437543.353141374,-75413.369003786
63919497767620.0,-1e+31,-1e+31,-1e+31,-1e+31,-1e+31,23.750776934632974,20.453893090073777,-1e+31,-1e+31,-1e+31,-1e+31,-1e+31,-1e+31,-1e+31,-1e+31,1285752.414884644,437544.3921077564,-75413.19044700859
63919497772620.0,-1e+31,-1e+31,-1e+31,-1e+31,-1e+31,11.34225335525461,11.266521019100793,-1e+31,-1e+31,-1e+31,-1e+31,-1e+31,-1e+31,-1e+31,-1e+31,1285752.5686506643,437545.43111383205,-75413.01188266295
63919497777620.0,-1e+31,-1e+31,-1e+31,-1e+31,-1e+31,24.209589032138652,13.601357738274778,-1e+31,-1e+31,-1e+31,-1e+31,-1e+31,-1e+31,-1e+31,-1e+31,1285752.7224057224,437546.47003492067,-75412.83333217207
63919497782620.0,-1e+31,-1e+31,-1e+31,-1e+31,-1e+31,33.60818670547467,34.091545337603335,-1e+31,-1e+31,-1e+31,-1e+31,-1e+31,-1e+31,-1e+31,-1e+31,1285752.876174359,437547.5090372718,-75412.65476699302
63919497787621.0,3.833497278627005,-1e+31,466.28142608000036,-1e+31,-466.28142608000036,50.29806375462658,47.357438131232556,106.24036930637175,-1e+31,0.07519702044834499,-1e+31,473.85411542358906,-1e+31,152.31382553329817,-1e+31,1285753.0299412515,437548.54801694734,-75412.47620494856
