Time,energy_center_mod,energy_uncer,integrated_flux_mod,flux_uncer,integrated_flux_s15_mod,integrated_flux_s16_mod,integrated_flux_s17_mod,integrated_flux_s18_mod,integrated_flux_s19_mod,spacecraft_xpos,spacecraft_ypos,spacecraft_zpos,sun_angle_tha2
63919411226843.13,172.50130343952003,4.0,419791.6666666642,8.0,583333.3333333335,,,7833333.333333336,3300000.0,1283287.4930924228,419277.61823850346,-78438.44002414914,0.9999998889623353
